path_height,norm_position,path_weight
-0.07251,0.00097766,0.12595234482539572
0.5462,0.0078203,0.15291395734605304
1.4988,0.014662999999999999,0.18064815719199778
2.2095,0.021506,0.20913754770429593
3.3091,0.028348,0.238356925134277
4.1118,0.035191,0.2682939198608528
4.7275,0.042033,0.2989176639843053
5.9761,0.048875999999999996,0.33021379705499315
7.1978,0.055719000000000005,0.3621534126201675
8.5235,0.062561,0.39470608899401305
10.384,0.069404,0.42785461364247235
11.71,0.07624600000000001,0.4615614945237803
13.27,0.083089,0.49580772628259545
15.395,0.08993200000000001,0.530558545665308
17.655,0.096774,0.5657779148859858
19.676,0.10362,0.6014600616537974
21.781999999999996,0.11045999999999999,0.6375199837299738
22.559,0.1173,0.6739552428288506
22.523000000000003,0.12414000000000001,0.7107314977876076
16.471,0.13099,0.7478680521606366
20.268,0.13783,0.7852205869739481
22.976999999999997,0.14467,0.822806569641209
26.912,0.15152000000000002,0.8606441952342707
29.956,0.15836,0.8985851882573552
31.013,0.1652,0.9366463602330345
28.891,0.17204,0.9747889344362723
31.031999999999996,0.17889000000000002,1.0130295385833108
30.570999999999998,0.18573,1.0512168836289026
30.148000000000003,0.19257,1.0893668589737646
31.989,0.19941,1.1274392789506782
30.659000000000002,0.20626,1.165449125658658
21.693,0.2131,1.2032448122062291
21.094,0.21994,1.2408412613089255
32.922,0.22678,1.2781977653915193
31.546999999999997,0.23363,1.3153276079991505
21.905,0.24047,1.3520817052137348
19.067999999999998,0.24731,1.3884739773785044
31.42,0.25415,1.4244641104064588
32.219,0.261,1.4600636600605361
34.628,0.26784,1.4951288659634239
29.61,0.27468000000000004,1.5296726169765482
36.138000000000005,0.28153,1.5637051667404172
25.980999999999998,0.28836999999999996,1.5970885735110485
36.688,0.29521,1.6298349359517779
24.647,0.30205,1.6619068325156277
30.873,0.3089,1.6933127881927914
27.23,0.31574,1.723924967560904
27.037,0.32258000000000003,1.7537543955360324
28.371,0.32942,1.7827665146223568
39.24,0.33626999999999996,1.810968144692511
39.412,0.34310999999999997,1.8382440886766962
39.347,0.34995,1.8646042746009865
38.068000000000005,0.35679,1.890017820523291
38.417,0.36364,1.914489878382083
38.974000000000004,0.37048000000000003,1.9379201973953264
37.472,0.37732,1.9603175837018372
38.466,0.38416,1.9816555611187692
39.032,0.39100999999999997,2.001937661274173
36.738,0.39785,2.0210806068136793
33.931,0.40469,2.0390920534347408
30.773000000000003,0.41153,2.055950560187621
31.58,0.41838000000000003,2.0716580932621724
38.07,0.42522,2.0861500449951724
37.529,0.43206000000000006,2.0994328872397654
38.263000000000005,0.43891,2.1115074506137153
36.741,0.44575,2.1223240217143555
35.849000000000004,0.45258999999999994,2.1318881590886356
39.485,0.45943,2.1401883872737004
35.857,0.46628000000000003,2.1472240758836825
34.711999999999996,0.47312,2.1529662320985845
21.906999999999996,0.47996000000000005,2.1574191583495943
22.386,0.4868,2.1605775000872502
23.651,0.49365,2.1624392258099427
40.986999999999995,0.50049,2.1629966605877384
36.298,0.5073300000000001,2.162252801423256
30.791,0.51417,2.160208543305078
28.956999999999997,0.5210199999999999,2.156860510903704
30.334,0.52786,2.152222505496552
32.717,0.5347,2.146296164260965
39.092,0.5415399999999999,2.139088610217153
37.439,0.5483899999999999,2.1305951772565574
32.601,0.55523,2.120850858232844
33.062,0.56207,2.1098558722777443
29.441999999999997,0.56892,2.0976046167110023
40.575,0.57576,2.0841475303709003
37.196999999999996,0.5826,2.0694837292037347
39.525999999999996,0.58944,2.0536307367087803
38.88,0.59629,2.0365817390630907
38.999,0.60313,2.018406830167902
37.896,0.60997,1.9991036024642606
31.19,0.6168100000000001,1.9786949932032012
30.448,0.62366,1.957173014812888
38.775999999999996,0.6305,1.9346259826186194
38.111999999999995,0.63734,1.9110499073875804
40.424,0.64418,1.8864725930677921
39.387,0.65103,1.8608849102511154
26.909000000000002,0.65787,1.8343916002192129
25.84,0.66471,1.8069870389444491
45.644,0.67155,1.7787032369773519
49.943999999999996,0.6784,1.749529950460111
48.295,0.68524,1.7195862338364967
44.118,0.69208,1.6888647833144261
46.57,0.69892,1.6574010605293654
50.839,0.70577,1.6251837314516042
35.909,0.7126100000000001,1.5923437856867186
54.048,0.71945,1.558872206069712
53.443999999999996,0.7263,1.524756855915748
53.06,0.73314,1.4901359896410826
52.407,0.73998,1.4549992914751757
52.08,0.7468199999999999,1.4193862303734504
50.105,0.75367,1.3832836200844543
29.96,0.76051,1.3468370283203772
29.432,0.76735,1.3100344039854135
28.718000000000004,0.7741899999999999,1.272916267728633
38.548,0.78104,1.2354684096010815
48.905,0.78788,1.197840916852588
47.663999999999994,0.79472,1.1600200166538852
45.427,0.80156,1.122046360065786
47.652,0.8084100000000001,1.0839047441891034
46.865,0.81525,1.0457469540962157
44.032,0.82209,1.0075575310276974
35.408,0.82893,0.9693763467951045
31.738000000000003,0.83578,0.9311872435441453
28.721,0.84262,0.8931409211075216
42.01,0.84946,0.8552202948294371
42.528999999999996,0.85631,0.8174085211288176
46.81,0.86315,0.7798537189125933
46.368,0.8699899999999999,0.7425376387693324
45.873000000000005,0.8768299999999999,0.7054967172601984
45.372,0.8836799999999999,0.6687132464405635
44.865,0.8905200000000001,0.6323296747494482
44.22,0.89736,0.5963262942221216
43.847,0.9042,0.5607365060472294
43.37,0.91105,0.5255418067244245
42.848,0.91789,0.4908766187365705
42.325,0.9247299999999999,0.4567199076507404
38.016999999999996,0.9315700000000001,0.4231013687118711
38.221,0.93842,0.3900017858951808
35.98,0.94526,0.3575454576172455
