-0.07251,0.00097766
0.5462,0.0078203
1.4988,0.014663
2.2095,0.021506
3.3091,0.028348
4.1118,0.035191
4.7275,0.042033
5.9761,0.048876
7.1978,0.055719
8.5235,0.062561
10.384,0.069404
11.71,0.076246
13.27,0.083089
15.395,0.089932
17.655,0.096774
19.676,0.10362
21.782,0.11046
22.559,0.1173
22.523,0.12414
16.471,0.13099
20.268,0.13783
22.977,0.14467
26.912,0.15152
29.956,0.15836
31.013,0.1652
28.891,0.17204
31.032,0.17889
30.571,0.18573
30.148,0.19257
31.989,0.19941
30.659,0.20626
21.693,0.2131
21.094,0.21994
32.922,0.22678
31.547,0.23363
21.905,0.24047
19.068,0.24731
31.42,0.25415
32.219,0.261
34.628,0.26784
29.61,0.27468
36.138,0.28153
25.981,0.28837
36.688,0.29521
24.647,0.30205
30.873,0.3089
27.23,0.31574
27.037,0.32258
28.371,0.32942
39.24,0.33627
39.412,0.34311
39.347,0.34995
38.068,0.35679
38.417,0.36364
38.974,0.37048
37.472,0.37732
38.466,0.38416
39.032,0.39101
36.738,0.39785
33.931,0.40469
30.773,0.41153
31.58,0.41838
38.07,0.42522
37.529,0.43206
38.263,0.43891
36.741,0.44575
35.849,0.45259
39.485,0.45943
35.857,0.46628
34.712,0.47312
21.907,0.47996
22.386,0.4868
23.651,0.49365
40.987,0.50049
36.298,0.50733
30.791,0.51417
28.957,0.52102
30.334,0.52786
32.717,0.5347
39.092,0.54154
37.439,0.54839
32.601,0.55523
33.062,0.56207
29.442,0.56892
40.575,0.57576
37.197,0.5826
39.526,0.58944
38.88,0.59629
38.999,0.60313
37.896,0.60997
31.19,0.61681
30.448,0.62366
38.776,0.6305
38.112,0.63734
40.424,0.64418
39.387,0.65103
26.909,0.65787
25.84,0.66471
45.644,0.67155
49.944,0.6784
48.295,0.68524
44.118,0.69208
46.57,0.69892
50.839,0.70577
35.909,0.71261
54.048,0.71945
53.444,0.7263
53.06,0.73314
52.407,0.73998
52.08,0.74682
50.105,0.75367
29.96,0.76051
29.432,0.76735
28.718,0.77419
38.548,0.78104
48.905,0.78788
47.664,0.79472
45.427,0.80156
47.652,0.80841
46.865,0.81525
44.032,0.82209
35.408,0.82893
31.738,0.83578
28.721,0.84262
42.01,0.84946
42.529,0.85631
46.81,0.86315
46.368,0.86999
45.873,0.87683
45.372,0.88368
44.865,0.89052
44.22,0.89736
43.847,0.9042
43.37,0.91105
42.848,0.91789
42.325,0.92473
38.017,0.93157
38.221,0.93842
35.98,0.94526
21.799,0.9521
32.275,0.95894
23.451,0.96579
22.932,0.97263
22.395,0.97947
19.366,0.98631
-2.9161,0.99316
-0.07251,1
