-0.10339,0.00096394
-0.85126,0.0075801
-2.508,0.014196
-2.7979,0.020812
-2.2407,0.027428
-1.3855,0.034045
-0.44226,0.040661
0.16089,0.047277
0.73712,0.053893
1.4353,0.060509
2.2925,0.067125
2.8567,0.073741
3.8379,0.080358
4.972,0.086974
6.2583,0.09359
7.5784,0.10021
9.1437,0.10682
11.273,0.11344
13.247,0.12005
15.354,0.12667
17.327,0.13329
16.658,0.1399
18.494,0.14652
20.213,0.15313
22.859,0.15975
23.809,0.16637
24.127,0.17298
25.421,0.1796
26.647,0.18622
26.077,0.19283
26.516,0.19945
27.573,0.20606
27.432,0.21268
26.968,0.2193
26.279,0.22591
25.927,0.23253
26.008,0.23914
26.322,0.24576
26.45,0.25238
26.525,0.25899
26.757,0.26561
26.604,0.27223
26.914,0.27884
26.784,0.28546
26.532,0.29207
26.163,0.29869
26.02,0.30531
28.304,0.31192
28.675,0.31854
29.166,0.32515
29.038,0.33177
28.94,0.33839
28.434,0.345
28.02,0.35162
27.611,0.35824
27.474,0.36485
27.348,0.37147
27.138,0.37808
26.925,0.3847
28.03,0.39132
27.611,0.39793
27.16,0.40455
26.748,0.41116
27.046,0.41778
26.168,0.4244
25.379,0.43101
24.607,0.43763
24.986,0.44424
25.141,0.45086
24.642,0.45748
24.733,0.46409
24.86,0.47071
24.577,0.47733
24.871,0.48394
24.01,0.49056
24.939,0.49717
24.815,0.50379
24.61,0.51041
24.372,0.51702
24.171,0.52364
23.876,0.53025
23.368,0.53687
23.497,0.54349
23.523,0.5501
23.381,0.55672
22.862,0.56334
22.769,0.56995
22.415,0.57657
22.215,0.58318
21.654,0.5898
22.018,0.59642
22.03,0.60303
21.688,0.60965
21.392,0.61626
21.363,0.62288
21.353,0.6295
20.883,0.63611
21.673,0.64273
20.568,0.64934
19.751,0.65596
18.975,0.66258
18.559,0.66919
17.849,0.67581
18.122,0.68243
19.42,0.68904
22.583,0.69566
25.253,0.70227
31.066,0.70889
30.579,0.71551
29.956,0.72212
29.751,0.72874
30.502,0.73535
30.971,0.74197
30.562,0.74859
29.917,0.7552
29.157,0.76182
28.545,0.76844
27.891,0.77505
27.082,0.78167
26.302,0.78828
25.608,0.7949
25.052,0.80152
24.371,0.80813
23.554,0.81475
22.897,0.82136
21.804,0.82798
21.394,0.8346
19.769,0.84121
18.086,0.84783
16.312,0.85445
16.108,0.86106
16.892,0.86768
15.673,0.87429
20.025,0.88091
19.322,0.88753
18.618,0.89414
17.909,0.90076
17.199,0.90737
16.463,0.91399
15.786,0.92061
15.083,0.92722
14.357,0.93384
13.519,0.94045
11.798,0.94707
7.3983,0.95369
7.3835,0.9603
7.1887,0.96692
6.5588,0.97354
3.814,0.98015
1.9182,0.98677
0.55939,0.99338
-0.10339,1
