#Dataset: HATPRO UIBK Humidity - RAW
rawdate;v01;v02;v03;v04;v05;v06;v07;v08;v09;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v25;v26;v27;v28;v29;v30;v31;v32;v33;v34;v35;v36;v37;v38;v39
2019-05-23 12:50:00;5.89;5.81;5.72;5.67;5.61;5.56;5.50;5.44;5.34;5.24;5.12;4.99;4.88;4.77;4.68;4.58;4.46;4.31;4.17;3.96;3.74;3.52;3.31;3.01;2.74;2.51;2.16;1.84;1.52;1.21;0.95;0.70;0.51;0.34;0.23;0.13;0.06;0.02;0.01
2019-05-23 13:00:00;5.73;5.65;5.56;5.51;5.46;5.40;5.34;5.29;5.18;5.09;4.97;4.85;4.73;4.63;4.54;4.44;4.32;4.18;4.04;3.83;3.62;3.41;3.20;2.91;2.66;2.43;2.10;1.79;1.49;1.18;0.93;0.69;0.50;0.34;0.23;0.12;0.05;0.02;0.01
2019-05-23 13:10:00;5.82;5.74;5.65;5.60;5.55;5.49;5.43;5.38;5.27;5.17;5.05;4.93;4.82;4.71;4.62;4.52;4.40;4.25;4.11;3.90;3.69;3.47;3.26;2.96;2.70;2.46;2.12;1.80;1.49;1.18;0.92;0.69;0.49;0.33;0.22;0.12;0.05;0.02;0.01
2019-05-23 13:20:00;5.89;5.81;5.72;5.67;5.61;5.56;5.50;5.44;5.34;5.24;5.12;5.00;4.88;4.77;4.68;4.58;4.46;4.31;4.17;3.96;3.74;3.52;3.31;3.01;2.74;2.51;2.16;1.83;1.52;1.20;0.94;0.70;0.50;0.34;0.23;0.12;0.06;0.02;0.01
2019-05-23 13:30:00;5.76;5.68;5.58;5.54;5.48;5.43;5.37;5.32;5.21;5.11;4.99;4.87;4.76;4.65;4.56;4.46;4.34;4.20;4.06;3.85;3.64;3.43;3.22;2.93;2.67;2.44;2.11;1.80;1.49;1.18;0.93;0.69;0.50;0.34;0.23;0.12;0.05;0.02;0.01
2019-05-23 13:40:00;5.73;5.65;5.56;5.51;5.45;5.40;5.34;5.29;5.18;5.09;4.97;4.85;4.73;4.63;4.54;4.44;4.32;4.18;4.04;3.83;3.62;3.41;3.20;2.92;2.66;2.44;2.11;1.79;1.49;1.18;0.93;0.69;0.50;0.34;0.23;0.12;0.05;0.02;0.01
2019-05-23 13:50:00;5.76;5.68;5.59;5.54;5.49;5.43;5.38;5.32;5.22;5.12;5.00;4.88;4.77;4.66;4.57;4.48;4.35;4.21;4.07;3.86;3.65;3.43;3.22;2.93;2.66;2.43;2.09;1.76;1.45;1.14;0.89;0.66;0.47;0.32;0.21;0.12;0.05;0.02;0.01
2019-05-23 14:00:00;5.73;5.65;5.56;5.51;5.46;5.40;5.35;5.29;5.19;5.09;4.97;4.85;4.74;4.64;4.54;4.45;4.33;4.18;4.04;3.83;3.62;3.41;3.20;2.91;2.65;2.42;2.08;1.76;1.46;1.15;0.90;0.67;0.48;0.32;0.22;0.12;0.05;0.02;0.01
2019-05-23 14:10:00;5.75;5.67;5.58;5.53;5.48;5.42;5.37;5.31;5.21;5.11;4.99;4.87;4.76;4.66;4.56;4.47;4.34;4.20;4.06;3.85;3.64;3.42;3.21;2.92;2.65;2.42;2.08;1.76;1.45;1.14;0.89;0.66;0.48;0.32;0.22;0.12;0.05;0.02;0.01
2019-05-23 14:20:00;5.83;5.75;5.65;5.60;5.55;5.49;5.44;5.38;5.28;5.18;5.06;4.94;4.82;4.72;4.62;4.53;4.40;4.26;4.12;3.91;3.70;3.48;3.27;2.98;2.71;2.48;2.14;1.81;1.50;1.18;0.93;0.69;0.49;0.33;0.22;0.12;0.05;0.02;0.01
2019-05-23 14:30:00;5.65;5.57;5.48;5.43;5.38;5.32;5.27;5.22;5.11;5.02;4.90;4.78;4.67;4.57;4.47;4.38;4.26;4.12;3.98;3.77;3.57;3.36;3.15;2.86;2.61;2.38;2.05;1.74;1.44;1.13;0.89;0.66;0.47;0.32;0.21;0.12;0.05;0.02;0.01
2019-05-23 14:40:00;5.41;5.33;5.24;5.20;5.15;5.10;5.04;4.99;4.89;4.80;4.69;4.57;4.46;4.36;4.27;4.18;4.06;3.92;3.79;3.59;3.38;3.18;2.98;2.71;2.46;2.25;1.93;1.64;1.36;1.07;0.84;0.62;0.45;0.30;0.20;0.11;0.05;0.02;0.01
2019-05-23 14:50:00;5.41;5.33;5.24;5.20;5.15;5.10;5.04;4.99;4.89;4.80;4.69;4.57;4.46;4.36;4.27;4.18;4.06;3.92;3.79;3.59;3.38;3.18;2.98;2.71;2.46;2.25;1.94;1.64;1.36;1.07;0.84;0.63;0.45;0.30;0.20;0.11;0.05;0.02;0.01
2019-05-23 15:00:00;5.49;5.41;5.33;5.28;5.23;5.18;5.13;5.07;4.98;4.88;4.77;4.65;4.54;4.44;4.34;4.25;4.13;3.99;3.86;3.65;3.45;3.24;3.03;2.76;2.50;2.28;1.95;1.65;1.36;1.06;0.83;0.61;0.44;0.29;0.20;0.11;0.05;0.02;0.01
2019-05-23 15:10:00;5.58;5.50;5.41;5.37;5.31;5.26;5.21;5.15;5.05;4.96;4.84;4.72;4.61;4.51;4.42;4.32;4.20;4.06;3.93;3.72;3.51;3.30;3.10;2.81;2.56;2.33;2.00;1.68;1.38;1.08;0.84;0.62;0.45;0.30;0.20;0.11;0.05;0.02;0.01
2019-05-23 15:20:00;5.69;5.61;5.52;5.47;5.42;5.37;5.31;5.26;5.16;5.06;4.94;4.82;4.71;4.61;4.51;4.42;4.30;4.15;4.02;3.81;3.60;3.38;3.17;2.88;2.62;2.38;2.04;1.72;1.41;1.10;0.85;0.63;0.45;0.30;0.20;0.11;0.05;0.02;0.01
2019-05-23 15:30:00;5.66;5.58;5.49;5.44;5.39;5.34;5.28;5.23;5.13;5.03;4.92;4.80;4.68;4.58;4.49;4.39;4.27;4.13;3.99;3.78;3.57;3.36;3.15;2.86;2.60;2.36;2.02;1.70;1.40;1.09;0.85;0.62;0.45;0.30;0.20;0.11;0.05;0.02;0.01
2019-05-23 15:40:00;5.45;5.38;5.29;5.25;5.20;5.14;5.09;5.04;4.94;4.85;4.73;4.62;4.51;4.40;4.31;4.22;4.10;3.96;3.83;3.63;3.42;3.21;3.01;2.73;2.48;2.25;1.93;1.63;1.34;1.05;0.81;0.60;0.43;0.29;0.19;0.11;0.05;0.02;0.01
2019-05-23 15:50:00;5.38;5.31;5.22;5.18;5.13;5.08;5.03;4.97;4.88;4.79;4.67;4.56;4.45;4.34;4.25;4.16;4.05;3.91;3.77;3.57;3.37;3.16;2.96;2.69;2.44;2.22;1.90;1.60;1.32;1.03;0.80;0.59;0.43;0.28;0.19;0.10;0.05;0.02;0.01
2019-05-23 16:00:00;5.63;5.56;5.47;5.42;5.37;5.32;5.27;5.21;5.11;5.02;4.90;4.78;4.67;4.56;4.47;4.38;4.26;4.11;3.97;3.77;3.55;3.34;3.13;2.84;2.57;2.33;1.99;1.67;1.37;1.06;0.82;0.60;0.43;0.29;0.19;0.11;0.05;0.02;0.01
2019-05-23 16:10:00;5.77;5.70;5.61;5.57;5.51;5.46;5.40;5.35;5.25;5.16;5.03;4.91;4.80;4.69;4.60;4.50;4.38;4.23;4.09;3.88;3.66;3.44;3.22;2.92;2.65;2.40;2.05;1.71;1.39;1.08;0.83;0.61;0.43;0.29;0.19;0.11;0.05;0.02;0.01
2019-05-23 16:20:00;5.89;5.82;5.73;5.68;5.63;5.58;5.52;5.47;5.36;5.27;5.15;5.02;4.91;4.80;4.71;4.61;4.48;4.33;4.19;3.97;3.75;3.53;3.30;3.00;2.71;2.45;2.09;1.73;1.41;1.08;0.83;0.60;0.43;0.28;0.19;0.11;0.05;0.02;0.01
2019-05-23 16:30:00;6.13;6.06;5.97;5.92;5.87;5.81;5.76;5.70;5.59;5.50;5.37;5.24;5.12;5.02;4.92;4.82;4.69;4.53;4.38;4.16;3.93;3.70;3.46;3.14;2.83;2.56;2.17;1.79;1.44;1.10;0.83;0.60;0.42;0.28;0.19;0.11;0.05;0.02;0.01
2019-05-23 16:40:00;6.11;6.03;5.94;5.90;5.84;5.79;5.73;5.68;5.57;5.48;5.35;5.23;5.11;5.00;4.90;4.80;4.67;4.51;4.36;4.14;3.91;3.67;3.44;3.11;2.80;2.53;2.13;1.75;1.40;1.07;0.80;0.57;0.40;0.27;0.18;0.10;0.05;0.02;0.01
2019-05-23 16:50:00;6.08;6.01;5.92;5.88;5.82;5.77;5.71;5.66;5.55;5.46;5.33;5.21;5.09;4.98;4.88;4.78;4.65;4.50;4.35;4.12;3.89;3.66;3.42;3.10;2.79;2.52;2.13;1.74;1.40;1.06;0.80;0.57;0.40;0.27;0.18;0.10;0.05;0.02;0.01
2019-05-23 17:00:00;6.23;6.15;6.06;6.02;5.96;5.91;5.85;5.80;5.69;5.59;5.46;5.34;5.22;5.11;5.01;4.91;4.77;4.61;4.46;4.23;3.99;3.75;3.51;3.18;2.86;2.57;2.17;1.77;1.41;1.07;0.80;0.57;0.40;0.27;0.18;0.10;0.05;0.02;0.01
2019-05-23 17:10:00;6.26;6.19;6.10;6.05;6.00;5.94;5.89;5.83;5.72;5.63;5.50;5.37;5.25;5.14;5.04;4.94;4.80;4.64;4.49;4.26;4.02;3.78;3.53;3.20;2.87;2.58;2.17;1.77;1.41;1.06;0.80;0.56;0.40;0.26;0.18;0.10;0.05;0.02;0.01
2019-05-23 17:20:00;6.15;6.07;5.99;5.94;5.89;5.83;5.78;5.72;5.62;5.52;5.40;5.27;5.15;5.04;4.94;4.84;4.71;4.55;4.40;4.17;3.93;3.70;3.46;3.13;2.81;2.52;2.12;1.73;1.38;1.04;0.78;0.55;0.39;0.26;0.17;0.10;0.05;0.02;0.01
2019-05-23 17:30:00;6.17;6.09;6.01;5.96;5.91;5.85;5.80;5.74;5.64;5.54;5.41;5.29;5.17;5.06;4.96;4.86;4.73;4.57;4.42;4.19;3.95;3.71;3.47;3.14;2.83;2.54;2.14;1.75;1.40;1.06;0.79;0.57;0.40;0.26;0.18;0.10;0.05;0.02;0.01
2019-05-23 17:40:00;6.18;6.11;6.02;5.98;5.92;5.87;5.81;5.76;5.65;5.56;5.43;5.30;5.18;5.08;4.98;4.88;4.74;4.58;4.43;4.20;3.96;3.72;3.48;3.15;2.82;2.54;2.13;1.73;1.37;1.04;0.77;0.55;0.38;0.25;0.17;0.10;0.05;0.02;0.01
2019-05-23 17:50:00;6.18;6.11;6.02;5.98;5.92;5.87;5.82;5.76;5.66;5.56;5.43;5.31;5.19;5.08;4.98;4.88;4.74;4.58;4.43;4.20;3.96;3.72;3.47;3.14;2.82;2.53;2.12;1.72;1.36;1.02;0.76;0.54;0.38;0.25;0.17;0.10;0.04;0.02;0.01
2019-05-23 18:00:00;6.17;6.10;6.01;5.96;5.91;5.86;5.80;5.75;5.64;5.55;5.42;5.29;5.17;5.07;4.97;4.87;4.73;4.57;4.42;4.19;3.95;3.71;3.46;3.13;2.80;2.52;2.11;1.71;1.35;1.02;0.76;0.53;0.37;0.25;0.17;0.09;0.04;0.02;0.01
2019-05-23 18:10:00;6.25;6.18;6.09;6.04;5.99;5.93;5.88;5.82;5.72;5.62;5.49;5.37;5.24;5.14;5.04;4.93;4.80;4.64;4.48;4.25;4.01;3.77;3.52;3.18;2.85;2.56;2.15;1.74;1.38;1.04;0.77;0.55;0.38;0.25;0.17;0.10;0.05;0.02;0.01
2019-05-23 18:20:00;6.41;6.33;6.24;6.20;6.14;6.08;6.03;5.97;5.86;5.77;5.63;5.51;5.38;5.27;5.17;5.07;4.93;4.76;4.61;4.37;4.12;3.87;3.62;3.27;2.94;2.63;2.21;1.79;1.41;1.06;0.79;0.55;0.39;0.26;0.17;0.10;0.05;0.02;0.01
2019-05-23 18:30:00;6.47;6.39;6.30;6.26;6.20;6.14;6.09;6.03;5.92;5.82;5.69;5.56;5.43;5.32;5.22;5.12;4.97;4.81;4.65;4.42;4.17;3.92;3.67;3.32;2.98;2.68;2.26;1.84;1.46;1.10;0.82;0.58;0.41;0.27;0.18;0.10;0.05;0.02;0.01
2019-05-23 18:40:00;6.52;6.45;6.35;6.31;6.25;6.19;6.14;6.08;5.97;5.87;5.74;5.61;5.48;5.37;5.27;5.17;5.02;4.86;4.70;4.46;4.21;3.96;3.70;3.34;3.00;2.69;2.26;1.83;1.45;1.09;0.81;0.57;0.40;0.26;0.18;0.10;0.05;0.02;0.01
2019-05-23 18:50:00;6.47;6.40;6.31;6.26;6.20;6.15;6.09;6.03;5.92;5.82;5.69;5.56;5.44;5.33;5.22;5.12;4.98;4.81;4.66;4.42;4.17;3.92;3.67;3.32;2.98;2.68;2.25;1.83;1.46;1.10;0.82;0.58;0.41;0.27;0.18;0.10;0.05;0.02;0.01
2019-05-23 19:00:00;6.51;6.44;6.34;6.30;6.24;6.18;6.13;6.07;5.96;5.86;5.73;5.60;5.47;5.36;5.26;5.15;5.01;4.84;4.69;4.45;4.19;3.95;3.69;3.34;2.99;2.69;2.26;1.83;1.45;1.09;0.82;0.57;0.40;0.27;0.18;0.10;0.05;0.02;0.01
2019-05-23 19:10:00;6.64;6.57;6.47;6.42;6.36;6.31;6.25;6.19;6.08;5.98;5.84;5.71;5.58;5.47;5.37;5.26;5.11;4.95;4.79;4.54;4.29;4.04;3.78;3.42;3.07;2.76;2.33;1.89;1.51;1.14;0.86;0.60;0.42;0.28;0.19;0.11;0.05;0.02;0.01
2019-05-23 19:20:00;6.59;6.52;6.42;6.37;6.31;6.26;6.20;6.14;6.03;5.93;5.79;5.66;5.53;5.42;5.32;5.21;5.07;4.90;4.74;4.50;4.25;4.00;3.75;3.39;3.05;2.75;2.32;1.90;1.52;1.15;0.87;0.62;0.43;0.29;0.20;0.11;0.05;0.02;0.01
2019-05-23 19:30:00;6.53;6.46;6.36;6.31;6.25;6.20;6.14;6.08;5.97;5.87;5.74;5.61;5.48;5.37;5.26;5.16;5.02;4.85;4.69;4.46;4.21;3.96;3.71;3.36;3.03;2.74;2.32;1.90;1.53;1.17;0.88;0.63;0.44;0.30;0.20;0.11;0.05;0.02;0.01
2019-05-23 19:40:00;6.62;6.54;6.44;6.39;6.33;6.27;6.21;6.15;6.04;5.94;5.80;5.67;5.54;5.43;5.33;5.22;5.08;4.91;4.75;4.51;4.27;4.02;3.77;3.41;3.08;2.78;2.36;1.95;1.57;1.20;0.92;0.66;0.47;0.31;0.21;0.12;0.06;0.02;0.01
2019-05-23 19:50:00;6.66;6.57;6.48;6.43;6.36;6.30;6.24;6.18;6.07;5.97;5.83;5.70;5.57;5.46;5.36;5.25;5.11;4.94;4.78;4.55;4.30;4.05;3.80;3.45;3.11;2.82;2.40;1.99;1.61;1.24;0.95;0.68;0.48;0.33;0.22;0.12;0.06;0.02;0.01
2019-05-23 20:00:00;6.79;6.70;6.60;6.55;6.48;6.42;6.36;6.30;6.18;6.08;5.94;5.81;5.68;5.56;5.46;5.35;5.21;5.04;4.88;4.64;4.39;4.14;3.89;3.53;3.20;2.90;2.48;2.06;1.68;1.30;1.00;0.72;0.52;0.35;0.24;0.13;0.06;0.03;0.01
2019-05-23 20:10:00;6.80;6.71;6.61;6.56;6.49;6.43;6.37;6.31;6.19;6.08;5.94;5.81;5.68;5.56;5.46;5.35;5.21;5.05;4.89;4.65;4.40;4.16;3.91;3.56;3.23;2.94;2.53;2.12;1.74;1.36;1.05;0.77;0.55;0.37;0.25;0.14;0.06;0.03;0.01
2019-05-23 20:20:00;6.84;6.75;6.64;6.59;6.52;6.46;6.40;6.33;6.21;6.11;5.97;5.84;5.71;5.59;5.48;5.38;5.23;5.07;4.91;4.67;4.42;4.18;3.92;3.57;3.24;2.96;2.54;2.13;1.75;1.37;1.06;0.78;0.56;0.38;0.26;0.14;0.07;0.03;0.01
2019-05-23 20:30:00;6.93;6.84;6.74;6.68;6.62;6.55;6.49;6.42;6.30;6.19;6.05;5.92;5.79;5.67;5.56;5.45;5.31;5.14;4.98;4.74;4.49;4.24;3.99;3.63;3.30;3.01;2.60;2.18;1.80;1.41;1.10;0.80;0.58;0.39;0.27;0.15;0.07;0.03;0.01
2019-05-23 20:40:00;6.89;6.80;6.70;6.64;6.58;6.51;6.45;6.38;6.26;6.15;6.02;5.88;5.75;5.63;5.53;5.42;5.28;5.11;4.95;4.71;4.47;4.22;3.96;3.61;3.28;3.00;2.58;2.17;1.79;1.41;1.09;0.80;0.58;0.39;0.27;0.15;0.07;0.03;0.01
2019-05-23 20:50:00;6.90;6.81;6.70;6.65;6.58;6.52;6.46;6.39;6.27;6.16;6.02;5.89;5.76;5.64;5.53;5.43;5.28;5.12;4.96;4.72;4.47;4.22;3.97;3.62;3.29;3.00;2.59;2.18;1.80;1.41;1.10;0.80;0.58;0.39;0.27;0.15;0.07;0.03;0.01
2019-05-23 21:00:00;6.91;6.82;6.71;6.66;6.59;6.53;6.47;6.40;6.28;6.17;6.03;5.90;5.77;5.65;5.54;5.43;5.29;5.12;4.96;4.73;4.48;4.23;3.98;3.62;3.29;3.01;2.59;2.18;1.80;1.42;1.10;0.81;0.58;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 21:10:00;6.89;6.80;6.69;6.64;6.57;6.51;6.44;6.38;6.26;6.15;6.01;5.88;5.74;5.63;5.52;5.41;5.27;5.11;4.95;4.71;4.46;4.22;3.97;3.61;3.29;3.00;2.59;2.18;1.81;1.42;1.11;0.81;0.58;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 21:20:00;6.96;6.87;6.76;6.71;6.64;6.58;6.51;6.45;6.33;6.22;6.08;5.95;5.81;5.69;5.59;5.48;5.33;5.17;5.01;4.77;4.52;4.27;4.01;3.66;3.32;3.03;2.62;2.20;1.82;1.43;1.11;0.81;0.58;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 21:30:00;7.00;6.91;6.81;6.75;6.68;6.62;6.56;6.49;6.37;6.26;6.12;5.98;5.85;5.73;5.62;5.51;5.37;5.20;5.04;4.80;4.55;4.30;4.04;3.68;3.35;3.05;2.63;2.22;1.83;1.44;1.12;0.82;0.59;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 21:40:00;7.00;6.91;6.80;6.74;6.67;6.61;6.54;6.48;6.36;6.25;6.11;5.97;5.84;5.72;5.61;5.50;5.36;5.19;5.03;4.79;4.54;4.29;4.04;3.68;3.35;3.06;2.65;2.24;1.85;1.46;1.14;0.84;0.60;0.41;0.28;0.16;0.07;0.03;0.01
2019-05-23 21:50:00;6.98;6.89;6.78;6.72;6.66;6.59;6.53;6.46;6.34;6.23;6.09;5.96;5.82;5.70;5.60;5.49;5.34;5.17;5.01;4.77;4.53;4.27;4.02;3.66;3.33;3.04;2.62;2.20;1.82;1.43;1.11;0.82;0.59;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 22:00:00;6.96;6.87;6.76;6.70;6.64;6.57;6.51;6.44;6.32;6.21;6.07;5.94;5.81;5.69;5.58;5.47;5.33;5.16;5.00;4.76;4.51;4.26;4.00;3.65;3.31;3.02;2.61;2.19;1.81;1.42;1.11;0.81;0.58;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 22:10:00;6.91;6.82;6.71;6.66;6.59;6.53;6.46;6.40;6.28;6.17;6.03;5.90;5.76;5.65;5.54;5.43;5.29;5.12;4.96;4.72;4.48;4.23;3.98;3.62;3.30;3.01;2.60;2.19;1.82;1.43;1.11;0.82;0.59;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 22:20:00;6.96;6.87;6.76;6.71;6.64;6.58;6.51;6.45;6.33;6.22;6.08;5.94;5.81;5.69;5.58;5.48;5.33;5.17;5.00;4.76;4.52;4.27;4.01;3.66;3.33;3.04;2.63;2.22;1.83;1.44;1.12;0.82;0.59;0.40;0.28;0.15;0.07;0.03;0.01
2019-05-23 22:30:00;6.97;6.88;6.77;6.71;6.65;6.58;6.52;6.45;6.33;6.22;6.08;5.95;5.81;5.70;5.59;5.48;5.34;5.17;5.01;4.77;4.52;4.27;4.02;3.66;3.33;3.04;2.63;2.22;1.83;1.44;1.12;0.83;0.59;0.40;0.28;0.15;0.07;0.03;0.01
2019-05-23 22:40:00;6.99;6.90;6.80;6.74;6.67;6.61;6.54;6.48;6.36;6.25;6.11;5.97;5.84;5.72;5.61;5.50;5.36;5.19;5.03;4.79;4.54;4.29;4.03;3.67;3.34;3.05;2.63;2.21;1.82;1.43;1.11;0.81;0.58;0.40;0.27;0.15;0.07;0.03;0.01
2019-05-23 22:50:00;7.04;6.95;6.84;6.78;6.72;6.65;6.58;6.52;6.40;6.29;6.14;6.01;5.87;5.76;5.65;5.54;5.39;5.22;5.06;4.82;4.57;4.32;4.06;3.70;3.37;3.07;2.65;2.23;1.85;1.45;1.13;0.83;0.60;0.41;0.28;0.15;0.07;0.03;0.01
2019-05-23 23:00:00;7.01;6.92;6.81;6.75;6.69;6.62;6.56;6.49;6.37;6.26;6.12;5.98;5.85;5.73;5.62;5.51;5.37;5.20;5.04;4.80;4.55;4.30;4.05;3.69;3.36;3.07;2.66;2.24;1.86;1.46;1.14;0.84;0.60;0.41;0.28;0.16;0.07;0.03;0.01
2019-05-23 23:10:00;7.02;6.92;6.81;6.76;6.69;6.62;6.56;6.49;6.37;6.26;6.12;5.98;5.85;5.73;5.62;5.51;5.37;5.20;5.04;4.80;4.56;4.31;4.06;3.70;3.37;3.09;2.67;2.26;1.88;1.48;1.16;0.86;0.62;0.42;0.29;0.16;0.07;0.03;0.01
2019-05-23 23:20:00;7.10;7.01;6.90;6.84;6.77;6.71;6.64;6.57;6.45;6.33;6.19;6.06;5.92;5.80;5.69;5.58;5.44;5.27;5.11;4.87;4.62;4.37;4.11;3.75;3.42;3.13;2.71;2.29;1.90;1.50;1.17;0.86;0.62;0.42;0.29;0.16;0.07;0.03;0.01
2019-05-23 23:30:00;7.03;6.93;6.82;6.77;6.70;6.63;6.57;6.50;6.38;6.27;6.13;5.99;5.86;5.74;5.63;5.52;5.38;5.21;5.05;4.81;4.56;4.31;4.06;3.71;3.38;3.09;2.68;2.27;1.89;1.49;1.17;0.86;0.62;0.42;0.29;0.16;0.07;0.03;0.01
2019-05-23 23:40:00;7.01;6.92;6.81;6.75;6.69;6.62;6.55;6.49;6.37;6.25;6.11;5.98;5.84;5.73;5.62;5.51;5.36;5.20;5.04;4.80;4.55;4.30;4.05;3.70;3.37;3.09;2.67;2.26;1.88;1.48;1.16;0.85;0.61;0.42;0.28;0.16;0.07;0.03;0.01
2019-05-23 23:50:00;7.04;6.95;6.84;6.78;6.71;6.65;6.58;6.52;6.39;6.28;6.14;6.00;5.87;5.75;5.64;5.53;5.39;5.22;5.06;4.82;4.57;4.32;4.07;3.71;3.39;3.10;2.69;2.28;1.89;1.49;1.17;0.86;0.62;0.42;0.29;0.16;0.07;0.03;0.01
2019-05-24 00:00:00;7.02;6.93;6.82;6.76;6.69;6.63;6.56;6.50;6.37;6.26;6.12;5.99;5.85;5.73;5.62;5.52;5.37;5.21;5.05;4.81;4.56;4.31;4.06;3.71;3.38;3.10;2.69;2.29;1.90;1.51;1.18;0.87;0.63;0.43;0.29;0.16;0.07;0.03;0.01
2019-05-24 00:10:00;7.09;6.99;6.88;6.83;6.76;6.69;6.62;6.56;6.44;6.32;6.18;6.05;5.91;5.79;5.68;5.57;5.43;5.26;5.10;4.86;4.61;4.36;4.11;3.75;3.42;3.14;2.73;2.31;1.93;1.52;1.19;0.88;0.63;0.43;0.29;0.16;0.07;0.03;0.01
2019-05-24 00:20:00;7.09;6.99;6.88;6.83;6.76;6.69;6.62;6.56;6.44;6.32;6.18;6.04;5.91;5.79;5.68;5.57;5.42;5.26;5.10;4.86;4.61;4.36;4.11;3.75;3.42;3.13;2.72;2.31;1.92;1.52;1.19;0.88;0.63;0.43;0.29;0.16;0.07;0.03;0.01
2019-05-24 00:30:00;7.09;7.00;6.89;6.83;6.77;6.70;6.63;6.57;6.44;6.33;6.19;6.05;5.92;5.80;5.69;5.58;5.43;5.27;5.11;4.86;4.62;4.37;4.11;3.75;3.42;3.13;2.72;2.31;1.92;1.51;1.18;0.87;0.63;0.43;0.29;0.16;0.07;0.03;0.01
2019-05-24 00:40:00;7.04;6.95;6.83;6.78;6.71;6.64;6.58;6.51;6.39;6.28;6.14;6.00;5.87;5.75;5.64;5.53;5.39;5.22;5.06;4.82;4.58;4.33;4.08;3.73;3.40;3.12;2.71;2.31;1.92;1.52;1.19;0.88;0.64;0.44;0.29;0.16;0.07;0.03;0.01
2019-05-24 00:50:00;7.05;6.96;6.85;6.79;6.72;6.66;6.59;6.53;6.40;6.29;6.15;6.01;5.88;5.76;5.65;5.54;5.40;5.23;5.07;4.83;4.58;4.34;4.09;3.73;3.40;3.12;2.71;2.30;1.91;1.51;1.18;0.87;0.63;0.43;0.29;0.16;0.07;0.03;0.01
2019-05-24 01:00:00;7.07;6.97;6.86;6.80;6.73;6.67;6.60;6.54;6.41;6.30;6.16;6.02;5.89;5.77;5.66;5.55;5.40;5.24;5.08;4.84;4.59;4.34;4.09;3.74;3.41;3.13;2.72;2.31;1.92;1.52;1.19;0.88;0.64;0.44;0.30;0.16;0.07;0.03;0.01
2019-05-24 01:10:00;7.14;7.04;6.93;6.87;6.80;6.74;6.67;6.61;6.48;6.36;6.22;6.09;5.95;5.83;5.72;5.61;5.46;5.30;5.13;4.89;4.65;4.39;4.14;3.78;3.45;3.17;2.75;2.34;1.95;1.54;1.21;0.89;0.64;0.44;0.30;0.17;0.08;0.03;0.01
2019-05-24 01:20:00;7.12;7.02;6.91;6.85;6.79;6.72;6.65;6.59;6.46;6.35;6.21;6.07;5.93;5.81;5.70;5.59;5.45;5.28;5.12;4.88;4.63;4.38;4.13;3.77;3.44;3.16;2.74;2.33;1.94;1.53;1.20;0.89;0.64;0.44;0.30;0.17;0.08;0.03;0.01
2019-05-24 01:30:00;7.05;6.95;6.84;6.78;6.71;6.65;6.58;6.52;6.39;6.28;6.14;6.00;5.87;5.75;5.64;5.53;5.39;5.22;5.06;4.82;4.58;4.33;4.08;3.73;3.40;3.12;2.71;2.31;1.93;1.53;1.20;0.89;0.64;0.44;0.30;0.16;0.07;0.03;0.01
2019-05-24 01:40:00;6.99;6.89;6.78;6.72;6.66;6.59;6.52;6.46;6.34;6.22;6.08;5.95;5.81;5.70;5.59;5.48;5.34;5.17;5.01;4.78;4.54;4.29;4.05;3.70;3.38;3.10;2.70;2.30;1.92;1.52;1.20;0.89;0.64;0.44;0.30;0.16;0.07;0.03;0.01
2019-05-24 01:50:00;6.92;6.82;6.71;6.65;6.59;6.52;6.46;6.39;6.27;6.16;6.02;5.89;5.75;5.64;5.53;5.42;5.28;5.12;4.96;4.73;4.49;4.24;4.00;3.65;3.34;3.06;2.67;2.27;1.90;1.51;1.18;0.88;0.63;0.43;0.29;0.16;0.07;0.03;0.01
2019-05-24 02:00:00;6.90;6.81;6.70;6.65;6.58;6.51;6.45;6.39;6.26;6.15;6.01;5.88;5.75;5.63;5.52;5.42;5.27;5.11;4.95;4.72;4.48;4.23;3.99;3.64;3.32;3.04;2.64;2.25;1.87;1.48;1.16;0.86;0.62;0.42;0.29;0.16;0.07;0.03;0.01
2019-05-24 02:10:00;6.88;6.79;6.68;6.62;6.56;6.49;6.43;6.36;6.24;6.13;5.99;5.86;5.73;5.61;5.50;5.40;5.25;5.09;4.93;4.70;4.46;4.22;3.97;3.63;3.31;3.04;2.64;2.25;1.87;1.48;1.17;0.86;0.62;0.42;0.29;0.16;0.07;0.03;0.01
