yyyy,mm,day,HH,MM,zm,d,z0,u_mean,L,sigma_v,u_star,wind_dir
2019,5,24,3,26,35.4081,8.399999999999999,-999,1.2365937124911677,2.111397875807435,0.5696715511252133,0.023815007883542266,290.7595112468759
2019,5,24,3,27,35.4081,8.399999999999999,-999,1.2365937124911677,1.8372542837722492,0.5696715511252133,0.023630355657867592,288.026936961955
2019,5,24,3,28,35.4081,8.399999999999999,-999,1.2365937124911677,1.7491915123048618,0.5696715511252133,0.023445703432192915,285.29436267703414
2019,5,24,3,29,35.4081,8.399999999999999,-999,1.2365937124911677,1.6175654272091213,0.5696715511252133,0.023261051206518234,282.5617883921133
2019,5,24,3,30,35.4081,8.399999999999999,-999,1.2365937124911677,1.9285260782270803,0.5696715511252133,0.023076398980843564,279.82921410719246
2019,5,24,3,31,35.4081,8.399999999999999,-999,1.2365937124911677,2.1525878462627266,0.5696715511252133,0.02289174675516889,277.0966398222716
2019,5,24,3,32,35.4081,8.399999999999999,-999,1.2365937124911677,2.4329515172191956,0.5696715511252133,0.022707094529494213,274.3640655373507
2019,5,24,3,33,35.4081,8.399999999999999,-999,1.2365937124911677,2.2463680160787565,0.5696715511252133,0.02252244230381953,271.6314912524299
2019,5,24,3,34,35.4081,8.399999999999999,-999,1.2365937124911677,2.179135498253711,0.5696715511252133,0.02233779007814485,268.898916967509
2019,5,24,3,35,35.4081,8.399999999999999,-999,1.2365937124911677,1.862054475564068,0.5696715511252133,0.022153137852470178,266.16634268258815
2019,5,24,3,36,35.4081,8.399999999999999,-999,1.2365937124911677,1.5844566753480014,0.5696715511252133,0.021968485626795507,263.43376839766734
2019,5,24,3,37,35.4081,8.399999999999999,-999,1.2365937124911677,1.4727345220596304,0.5696715511252133,0.021783833401120827,260.70119411274646
2019,5,24,3,38,35.4081,8.399999999999999,-999,1.2365937124911677,2.039243159749768,0.5696715511252133,0.021599181175446156,257.9686198278256
2019,5,24,3,39,35.4081,8.399999999999999,-999,1.2365937124911677,1.8144483557532418,0.5696715511252133,0.021414528949771475,255.23604554290475
2019,5,24,3,40,35.4081,8.399999999999999,-999,1.2365937124911677,1.9720240969087353,0.5696715511252133,0.021229876724096798,252.5034712579839
2019,5,24,3,41,35.4081,8.399999999999999,-999,1.2365937124911677,1.7889795168841733,0.5696715511252133,0.02104522449842212,249.77089697306303
2019,5,24,3,42,35.4081,8.399999999999999,-999,1.2365937124911677,1.66681958675987,0.5696715511252133,0.020860572272747447,247.0383226881422
2019,5,24,3,43,35.4081,8.399999999999999,-999,1.2365937124911677,1.6994103691875293,0.5696715511252133,0.020675920047072773,244.30574840322134
2019,5,24,3,44,35.4081,8.399999999999999,-999,1.2365937124911677,1.6759289673418776,0.5696715511252133,0.020491267821398096,241.57317411830047
2019,5,24,3,45,35.4081,8.399999999999999,-999,1.2365937124911677,1.2827258308259906,0.5696715511252133,0.020306615595723415,238.8405998333796
2019,5,24,3,46,35.4081,8.399999999999999,-999,1.2365937124911677,1.262478828653098,0.5696715511252133,0.02012196337004874,236.10802554845876
2019,5,24,3,47,35.4081,8.399999999999999,-999,1.2365937124911677,1.1175562640037715,0.5696715511252133,0.019937311144374067,233.3754512635379
2019,5,24,3,48,35.4081,8.399999999999999,-999,1.2365937124911677,1.20019076728677,0.5696715511252133,0.01975265891869939,230.64287697861704
2019,5,24,3,49,35.4081,8.399999999999999,-999,1.2365937124911677,1.3173829690347456,0.5696715511252133,0.019568006693024716,227.9103026936962
2019,5,24,3,50,35.4081,8.399999999999999,-999,1.2365937124911677,1.1810607891062117,0.5696715511252133,0.01938335446735004,225.17772840877535
2019,5,24,3,51,35.4081,8.399999999999999,-999,1.2365937124911677,1.059086994548075,0.5696715511252133,0.019198702241675362,222.44515412385448
2019,5,24,3,52,35.4081,8.399999999999999,-999,1.2365937124911677,0.972492764485875,0.5696715511252133,0.019014050016000685,219.71257983893364
2019,5,24,3,53,35.4081,8.399999999999999,-999,1.2365937124911677,0.906519655424715,0.5696715511252133,0.01882939779032601,216.9800055540128
2019,5,24,3,54,35.4081,8.399999999999999,-999,1.2365937124911677,0.9234472087937529,0.5696715511252133,0.018644745564651337,214.24743126909192
2019,5,24,3,55,35.4081,8.399999999999999,-999,1.2365937124911677,0.8630391779132832,0.5696715511252133,0.01846009333897666,211.51485698417105
2019,5,24,3,56,35.4081,8.399999999999999,-999,1.2365937124911677,0.9513828703858569,0.5696715511252133,0.018275441113301982,208.7822826992502
2019,5,24,3,57,35.4081,8.399999999999999,-999,1.2365937124911677,1.0280433888434832,0.5696715511252133,0.018090788887627305,206.04970841432936
2019,5,24,3,57,35.4081,8.399999999999999,-999,1.2365937124911677,-0.708211418781057,0.5696715511252133,0.0301975807919279,206.04970841432936
2019,5,24,3,58,35.4081,8.399999999999999,-999,1.2365937124911677,-0.774933593972112,0.5696715511252133,0.0298893548467877,203.3171341294085
2019,5,24,3,59,35.4081,8.399999999999999,-999,1.2365937124911677,-0.731632375376584,0.5696715511252133,0.0295811289016476,200.58455984448764
2019,5,24,4,0,35.4081,8.399999999999999,-999,1.2365937124911677,-0.811268384467536,0.5696715511252133,0.0292729029565074,197.8519855595668
2019,5,24,4,1,35.4081,8.399999999999999,-999,1.2365937124911677,-0.843049621955748,0.5696715511252133,0.0289646770113672,195.11941127464593
2019,5,24,4,2,35.4081,8.399999999999999,-999,1.2365937124911677,-0.800779276833669,0.5696715511252133,0.028656451066227,192.38683698972508
